"PA Code",NSC Code,NCES Code,AUN Code,"ULCS Code",SRC School ID,School Name (ULCS),Publication Name,Admission Type,"Year Opened","Grade Level (based on enrollment)",Current Grade Span Served,"Authorized Grade Span at Scale",Phasing-In ,Phasing-Out,Governance,Charter Management Organization,School Reporting Category,Alternate Education Type,Turnaround Model,Turaround Year,CTE Status,Title I Designation,Federal Accountability Designation,City Council District (2000),Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Principal Name,Learning Network,Learning Network 2,Assistant Superintendent,Pre-K On-Site Indicator,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
5123,N/A,4.21899E+11,126515001,5470,547,"CRAMP, WILLIAM SCHOOL",William Cramp School,NEIGHBORHOOD,1969,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,3449 N. MASCHER ST.,PHILADELPHIA               ,PA,19140,215-291-4704,215-291-5694,Deanda Logan ,LEARNING NETWORK 5,,Cheryl Logan,1,1,1,1,1,1,1,0,0,0,0,0,0,0
3645,N/A,4.21899E+11,126515001,5480,548,"KEARNY, GEN. PHILIP SCHOOL",General Philip Kearny School,NEIGHBORHOOD,1898,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,5,N/A,601 FAIRMOUNT AVE.,PHILADELPHIA               ,PA,19123,215-351-7343,215-351-7129,Daniel Kurtz,LEARNING NETWORK 3,,Sonya Harrison,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7404,N/A,4.21899E+11,126515001,5490,549,CAYUGA SCHOOL,Cayuga School,NEIGHBORHOOD,1950,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,PROMISE ACADEMY,2013-2014,N/A,1,PRIORITY,7,N/A,4344-4358 N. 5TH ST.,PHILADELPHIA               ,PA,19140,215-456-3167,215-456-5622,Jason Carrion,LEARNING NETWORK 5,,Cheryl Logan,0,1,1,1,1,1,1,0,0,0,0,0,0,0
7521,N/A,4.21899E+11,126515001,5500,550,"MARSHALL, THURGOOD SCHOOL",Thurgood Marshall School,NEIGHBORHOOD,1997,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,5120 N. 6TH ST.,PHILADELPHIA               ,PA,19120,215-456-0170,215-456-0187,Keith Arrington,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,1,1,1,1,1,1,1,1,1,1,0,0,0,0
7851,392797,4.21899E+11,126515001,5510,551,"KENSINGTON BUSINESS, FINANCE","Kensington International Business, Finance, and Entrepreneurship High School",NEIGHBORHOOD,2005,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,PRIORITY,1,N/A,2501 CORAL ST.,PHILADELPHIA               ,PA,19125,215-291-5168,215-291-5708,Patricia Parson,LEARNING NETWORK 5,,Cheryl Logan,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7852,392798,4.21899E+11,126515001,5520,552,KENSINGTON CAPA,Kensington High School for Creative and Performing Arts,NEIGHBORHOOD,2005,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,PRIORITY,7,N/A,1901 N. FRONT ST.,PHILADELPHIA               ,PA,19122,215-291-5010,215-291-6334,Lisette Agosto-Cintron,LEARNING NETWORK 5,,Cheryl Logan,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3800,N/A,4.21899E+11,126515001,5530,553,"SHERIDAN, PHILIP H. SCHOOL",Philip H. Sheridan School,NEIGHBORHOOD,1899,ELEMENTARY,00-04,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,PRIORITY,7,N/A,800 E. ONTARIO ST.,PHILADELPHIA               ,PA,19134,215-291-4724,215-291-5615,Awilda Aguila ,LEARNING NETWORK 5,,Cheryl Logan,0,1,1,1,1,1,0,0,0,0,0,0,0,0
7855,392792,4.21899E+11,126515001,5550,555,KENSINGTON HEALTH SCIENCES,Kensington Health Sciences Academy,NEIGHBORHOOD,2001,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,PRIORITY,1,N/A,2463 EMERALD ST.,PHILADELPHIA               ,PA,19125,215-291-5185,215-291-6320,James Williams,LEARNING NETWORK 5,,Cheryl Logan,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3655,N/A,4.21899E+11,126515001,5560,556,SPRING GARDEN SCHOOL,Spring Garden School,NEIGHBORHOOD,1928,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,5,N/A,1146 MELON ST.,PHILADELPHIA               ,PA,19123,215-684-5070,215-684-5059,Laureal Robinson,LEARNING NETWORK 3,,Sonya Harrison,0,1,1,1,1,1,1,1,1,1,0,0,0,0
5124,N/A,4.21899E+11,126515001,5590,559,"WEBSTER, JOHN H. SCHOOL",John H. Webster School,NEIGHBORHOOD,1968,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,1,N/A,3400 FRANKFORD AVE.,PHILADELPHIA               ,PA,19134,215-537-2525,215-537-2517,Shawn Wright,LEARNING NETWORK 5,,Cheryl Logan,1,1,1,1,1,1,1,0,0,0,0,0,0,0
8143,N/A,4.21899E+11,126515001,5600,560,KENSINGTON URBAN EDUCATION,Kensington Urban Education Academy,NEIGHBORHOOD,2010,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,PRIORITY,1,N/A,2051 E. CUMBERLAND ST.,PHILADELPHIA               ,PA,19125,215-291-5420,215-291-5427,Jovan Moore,LEARNING NETWORK 5,,Cheryl Logan,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8332,N/A,N/A,126515001,5610,561,Building 21,Building 21,OPEN ADMISSION,2014,HIGH,9,12-Sep,1,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,2000 N. 7th St.,PHILADELPHIA,PA,19122,215-684-2030,215-684-2172,Tara Ranzy,LEARNING NETWORK 5,INCUBATION NETWORK,Grace Cannon,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8329,N/A,N/A,126515001,5620,562,THE U SCHOOL,The U School,OPEN ADMISSION,2014,HIGH,9,12-Sep,1,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,2000 N. 7th St.,PHILADELPHIA,PA,19122,215-684-3266,215-684-2476,Neil Geyette,LEARNING NETWORK 5,INCUBATION NETWORK,Grace Cannon,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8331,N/A,N/A,126515001,5660,566,The LINC,the LINC,OPEN ADMISSION,2014,HIGH,9,12-Sep,1,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,122 W. Erie Ave.,PHILADELPHIA,PA,19140,215-291-5432,215-291-5449,Michael Rosenberg,LEARNING NETWORK 5,INCUBATION NETWORK,Grace Cannon,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7522,N/A,4.21899E+11,126515001,5680,568,"MUNOZ-MARIN, HON LUIS SCHOOL",Honorable Luis Munoz-Marin School,NEIGHBORHOOD,1997,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,3300 N. 3RD ST.,PHILADELPHIA               ,PA,19140,215-291-8825,215-291-8845,Ximena Carreno,LEARNING NETWORK 5,,Cheryl Logan,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3848,393275,4.21899E+11,126515001,6010,601,CENTRAL HIGH SCHOOL,Central High School,SPECIAL ADMIT,1939,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),8,N/A,1700 W. OLNEY AVE.,PHILADELPHIA               ,PA,19141,215-276-5262,215-276-4721,Timothy McKenna,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3844,393445,4.21899E+11,126515001,6030,603,ROXBOROUGH HIGH SCHOOL,Roxborough High School,NEIGHBORHOOD,1924,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,PRIORITY,4,N/A,6498 RIDGE AVE.,PHILADELPHIA               ,PA,19128,215-487-4464,215-487-4843,Dana Jenkins (Acting),LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3861,393427,4.21899E+11,126515001,6040,604,"SAUL, WALTER B. HIGH SCHOOL",Walter B. Saul High School,SPECIAL ADMIT,1950,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Comprehensive,1,NO DESIGNATION,4,N/A,7100 HENRY AVE.,PHILADELPHIA               ,PA,19128,215-487-4467,215-487-4844,Tamera Conaway,LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3843,393430,4.21899E+11,126515001,6050,605,"GIRLS, PHILA HIGH SCHOOL FOR",Philadelphia High School for Girls,SPECIAL ADMIT,1956,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),8,N/A,1400 W. OLNEY AVE.,PHILADELPHIA               ,PA,19141,215-276-5258,215-276-5738,Parthenia Moore ,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6675,393381,4.21899E+11,126515001,6060,606,"KING, MARTIN LUTHER HIGH SCH.",Martin Luther King High School,NEIGHBORHOOD,1972,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,PROMISE ACADEMY,2011-2012,Programs,1,PRIORITY,8,N/A,6100 STENTON AVE.,PHILADELPHIA               ,PA,19138,215-276-5253,215-276-5844,William Wade,LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7813,393443,4.21899E+11,126515001,6090,609,RANDOLPH TECHNICAL HIGH SCHOOL,A. Philip Randolph Career and Technical High School,CITYWIDE,2004,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Comprehensive,1,FOCUS,4,N/A,3101 HENRY AVE.,PHILADELPHIA               ,PA,19129,215-227-4407,215-227-8655,Darryl Overton,LEARNING NETWORK 4,,John Tupponce,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8295,N/A,4.21899E+11,126515001,6100,610,"LEEDS, MORRIS E. MIDDLE SCHOOL",Morris E. Leeds School,NEIGHBORHOOD,1953,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,1100 E. MT. PLEASANT AVE.,PHILADELPHIA               ,PA,19150,215-248-6602,215-248-6223,Kala Johnstone,LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3706,N/A,4.21899E+11,126515001,6200,620,"DAY, ANNA B. SCHOOL",Anna B. Day School,NEIGHBORHOOD,1952,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,N/A,6324 CRITTENDEN ST.,PHILADELPHIA               ,PA,19138,215-276-5250,215-276-5817,Karen White,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3708,N/A,4.21899E+11,126515001,6210,621,"EDMONDS, FRANKLIN S. SCHOOL",Franklin S. Edmonds School,NEIGHBORHOOD,1948,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,N/A,8025 THOURON AVE.,PHILADELPHIA               ,PA,19150,215-276-5261,215-276-5811,Sharen Finzimer,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
3709,N/A,4.21899E+11,126515001,6220,622,"EMLEN, ELEANOR C. SCHOOL",Eleanor C. Emlen School,NEIGHBORHOOD,1926,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,6501 CHEW AVE.,PHILADELPHIA               ,PA,19119,215-951-4010,215-951-4131,Tammy Thomas,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
6913,N/A,4.21899E+11,126515001,6230,623,FITLER ACADEMICS PLUS,Fitler Academics Plus School,CITYWIDE,1898,ELEMENTARYMIDDLE,8-Jan,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,N/A,140 W. SEYMOUR ST.,PHILADELPHIA               ,PA,19144,215-951-4009,215-951-4502,Anthious Boone,LEARNING NETWORK 6,,Karen Kolsky,0,0,1,1,1,1,1,1,1,1,0,0,0,0
3712,N/A,4.21899E+11,126515001,6250,625,"HENRY, CHARLES W. SCHOOL",Charles W. Henry School,NEIGHBORHOOD,1908,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,N/A,601 CARPENTER LN.,PHILADELPHIA               ,PA,19119,215-951-4006,215-951-4505,Fatima Rogers,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3713,N/A,4.21899E+11,126515001,6260,626,"HOUSTON, HENRY H. SCHOOL",Henry H. Houston School,NEIGHBORHOOD,1927,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,7300 RURAL LN.,PHILADELPHIA               ,PA,19119,215-248-6608,215-248-6683,LeRoy Hall,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3714,N/A,4.21899E+11,126515001,6270,627,JENKS ACADEMY ARTS & SCIENCES,John Story Jenks Academy for Arts and Sciences,NEIGHBORHOOD,1924,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,N/A,8301 GERMANTOWN AVE.,PHILADELPHIA               ,PA,19118,215-248-6604,215-248-6681,Mary Williams Lynskey ,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3718,N/A,4.21899E+11,126515001,6300,630,"LOGAN, JAMES SCHOOL",James Logan School,NEIGHBORHOOD,1924,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,N/A,1700 LINDLEY AVE.,PHILADELPHIA               ,PA,19141,215-456-3006,215-456-0271,Chuanika Sanders ,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
3719,N/A,4.21899E+11,126515001,6310,631,"MCCLOSKEY, JOHN F. SCHOOL",John F. McCloskey School,NEIGHBORHOOD,1956,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,9,N/A,8500 PICKERING ST.,PHILADELPHIA               ,PA,19150,215-248-6600,215-248-6235,Del Jones,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3720,N/A,4.21899E+11,126515001,6320,632,"MIFFLIN, THOMAS SCHOOL",Thomas Mifflin School,NEIGHBORHOOD,1937,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,3624 CONRAD ST.,PHILADELPHIA               ,PA,19129,215-951-4007,215-951-4510,Leslie Mason,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3722,N/A,4.21899E+11,126515001,6340,634,"PENNELL, JOSEPH ELEMENTARY",Joseph Pennell School,NEIGHBORHOOD,1927,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,1800 NEDRO AVE.,PHILADELPHIA               ,PA,19141,215-276-5267,215-549-4562,Jason Harris,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
6539,N/A,4.21899E+11,126515001,6350,635,"PENNYPACKER, SAMUEL SCHOOL",Samuel Pennypacker School,NEIGHBORHOOD,1930,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,1858 E. WASHINGTON LN.,PHILADELPHIA               ,PA,19138,215-276-5271,215-276-5843,Michelle Lutz,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
8296,N/A,4.21899E+11,126515001,6360,636,ROOSEVELT ELEMENTARY SCHOOL,Theodore Roosevelt School,NEIGHBORHOOD,2013,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,N/A,430 E. WASHINGTON LN.,PHILADELPHIA               ,PA,19144,215-951-4170,215-951-7762,Byron Ryan,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3725,N/A,4.21899E+11,126515001,6380,638,SHAWMONT SCHOOL,Shawmont School,NEIGHBORHOOD,1928,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,535 SHAWMONT AVE.,PHILADELPHIA               ,PA,19128,215-487-4466,215-487-4815,Eileen Hoffman,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3727,N/A,4.21899E+11,126515001,6390,639,"STEEL, EDWARD SCHOOL",Edward T. Steel School,NEIGHBORHOOD,1973,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,4301 WAYNE AVE.,PHILADELPHIA               ,PA,19140,215-456-3008,215-457-1466,Mary Bonner,LEARNING NETWORK 4,,John Tupponce,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3728,393558,4.21899E+11,126515001,6400,640,WIDENER MEMORIAL SCHOOL,Widener Memorial School,SPECIAL CENTER,1953,ELEMENTARYMIDDLEHIGH,00-12,N/A,0,0,DISTRICT,N/A,SPECIAL ED.,N/A,N/A,N/A,N/A,1,PRIORITY,8,N/A,1450 W. OLNEY AVE.,PHILADELPHIA               ,PA,19141,215-456-3015,215-456-3118,Sharon Glodek,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5122,N/A,4.21899E+11,126515001,6410,641,COOK-WISSAHICKON SCHOOL,Cook-Wissahickon School,NEIGHBORHOOD,1969,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,201 E. SALAIGNAC ST.,PHILADELPHIA               ,PA,19128,215-487-4463,215-487-4808,Melanie Lewin,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,1,1,1,0,0,0,0
3731,N/A,4.21899E+11,126515001,6430,643,"WISTER, JOHN SCHOOL",John Wister School,NEIGHBORHOOD,1955,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,PRIORITY,8,N/A,67 E. BRINGHURST ST.,PHILADELPHIA               ,PA,19144,215-951-4003,215-951-4534,Donna Smith,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
3717,N/A,4.21899E+11,126515001,6440,644,"LINGELBACH, ANNA L. SCHOOL",Anna L. Lingelbach School,NEIGHBORHOOD,1955,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,N/A,6340 WAYNE AVE.,PHILADELPHIA               ,PA,19144,215-951-4001,215-951-4514,Marc Gosselin,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3726,N/A,4.21899E+11,126515001,6450,645,"DOBSON, JAMES SCHOOL",James Dobson School,NEIGHBORHOOD,1930,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,4667 UMBRIA ST.,PHILADELPHIA               ,PA,19127,215-487-4460,215-487-4804,Patricia Cruice ,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7229,N/A,4.21899E+11,126515001,6460,646,HILL-FREEDMAN WORLD ACADEMY,Hill-Freedman World Academy,SPECIAL ADMIT,1980,MIDDLEHIGH,10-Jun,12-Jun,1,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH ACHIEVEMENT),8,N/A,6200 CRITTENDEN ST.,PHILADELPHIA               ,PA,19138,215-276-5260,215-276-5873,Anthony Majewski,LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,1,1,1,1,1,0,0
5294,N/A,4.21899E+11,126515001,6470,647,"KELLY, JOHN B. SCHOOL",John B. Kelly School,NEIGHBORHOOD,1970,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,5116 PULASKI AVE.,PHILADELPHIA               ,PA,19144,215-951-4011,215-951-4182,Chris Byrd,LEARNING NETWORK 6,,Karen Kolsky,0,1,1,1,1,1,1,0,0,0,0,0,0,0
7024,N/A,4.21899E+11,126515001,6480,648,AMY NORTHWEST,Academy for the Middle Years at Northwest,SPECIAL ADMIT,2012,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,6000 RIDGE AVE.,PHILADELPHIA               ,PA,19128,215-487-7600,215-487-7505,Jodan Floyd,LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7811,393331,4.21899E+11,126515001,6540,654,LANKENAU HIGH SCHOOL,Lankenau High School,SPECIAL ADMIT,1987,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,N/A,201 SPRING LANE,PHILADELPHIA               ,PA,19128,215-487-4465,215-487-4879,Karen Dean,LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3850,393310,4.21899E+11,126515001,7010,701,FRANKFORD HIGH SCHOOL,Frankford High School,NEIGHBORHOOD,1914,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,PRIORITY,7,N/A,5000 OXFORD AVE.,PHILADELPHIA               ,PA,19124,215-537-2519,215-537-2598,Reginald Fisher,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7239,N/A,4.21899E+11,126515001,7100,710,"COOKE, JAY ELEMENTARY SCHOOL",Jay Cooke School,NEIGHBORHOOD,1923,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,1300 W. LOUDEN ST.,PHILADELPHIA               ,PA,19141,215-456-3002,215-456-3185,Lisa Bell-Chiles,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7242,N/A,4.21899E+11,126515001,7110,711,"HARDING, WARREN G. MIDDLE SCH",Warren G. Harding School,NEIGHBORHOOD,1924,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,1,N/A,2000 WAKELING ST.,PHILADELPHIA               ,PA,19124,215-537-2528,215-537-2850,Michael Calderone,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3816,393504,4.21899E+11,126515001,7120,712,"FELS, SAMUEL HIGH SCHOOL",Samuel Fels High School,NEIGHBORHOOD,1954,HIGH,12-Sep,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,Programs,1,PRIORITY,9,N/A,5500 LANGDON ST.,PHILADELPHIA               ,PA,19124,215-537-2516,215-537-2556,Shawn McGuigan,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3835,N/A,4.21899E+11,126515001,7130,713,"WAGNER, GEN. LOUIS MIDDLE SCH.",General Louis Wagner School,NEIGHBORHOOD,1928,MIDDLE,8-Jun,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,8,N/A,1701 CHELTEN AVE.,PHILADELPHIA               ,PA,19126,215-276-5252,215-276-5849,Maya Johnstone,LEARNING NETWORK 6,,Karen Kolsky,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7963,N/A,4.21899E+11,126515001,7150,715,JUNIATA PARK ACADEMY,Juniata Park Academy,NEIGHBORHOOD,2007,ELEMENTARYMIDDLE,00-08,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,801 E. HUNTING PARK AVE.,PHILADELPHIA               ,PA,19124,215-289-7930,215-289-7949,Joan Richey,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,1,1,1,0,0,0,0
3732,N/A,4.21899E+11,126515001,7200,720,BARTON SCHOOL,Clara Barton School,NEIGHBORHOOD,1925,ELEMENTARY,00-02,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,N/A,4600 ROSEHILL ST.,PHILADELPHIA               ,PA,19120,215-456-3007,215-456-5578,Colleen Bowen,LEARNING NETWORK 7,LEARNING NETWORK 6,Karen Kolsky,0,1,1,1,0,0,0,0,0,0,0,0,0,0
7230,N/A,4.21899E+11,126515001,7220,722,"CARNELL, LAURA H. SCHOOL",Laura H. Carnell School,NEIGHBORHOOD,1931,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,7,N/A,1100 DEVEREAUX AVE.,PHILADELPHIA               ,PA,19111,215-537-2527,215-537-6305,Hilderbrand Pelzer,LEARNING NETWORK 7,LEARNING NETWORK 5,Cheryl Logan,0,1,1,1,1,1,1,0,0,0,0,0,0,0
3738,N/A,4.21899E+11,126515001,7260,726,ELLWOOD SCHOOL,Ellwood School,NEIGHBORHOOD,1957,ELEMENTARY,00-05,N/A,0,0,DISTRICT,N/A,K12,N/A,N/A,N/A,N/A,1,FOCUS,9,N/A,6701 N. 13TH ST.,PHILADELPHIA               ,PA,19126,215-276-5268,215-276-5876,Marilyn Quarterman,LEARNING NETWORK 6,,Karen Kolsky,1,1,1,1,1,1,1,0,0,0,0,0,0,0
